Ulasan,Label
"Sudah d tulis d catatan no.35 tp d kirim no.36, katanya sesuai sistem, krn saya pesan d no.36, oke gpp, tp d seler lain meski sesuai sistem tp kalau ada catatan utk penjual, seller nya nanya dulu, ini ngga. Bukan ngomel tp fakta, Trims barang bagus dan cepat, tp kegedean. Trims..",0
"Repon dan pengiriman biasa aj gak cepet, buat barang kualitas lumayan, tp ada kena lem bagian kanan kayak d foto, harus nya di cek lagi sebelum kirim dan kotak nya jg ancur banget gak rapi",0
"Saya pesan nomer 40, yang dtg nomer 39. Jd kekecilan. Mentang2 beli di flash sale, dikasihnya gak sesuai. Kecewa. Bgt",0
Terlalu kecil.. Rantai terlalu pendek,0
pesan tanggal 5 sampe tanggal 11 super sekali,0
kualitas tidak sesuai harga,0
Salah satu Official store yg paling mengecewakan. Saya sudah membayar extra untuk JNE Yes dan diorder 4 hari sebelum liburan tapi saya harus menunggu 11 hari hingga sampai ke tangan saya. Barang yg dikirim pun tidak mulus dan seperti barang reject. Not recommended!,0
"Sekelas official store begini nih? Demi rating pengiriman? Hahaha mending gausah di proses deh, udah basi banget order kapan dikirim kapan",0
utk tas seharga 299rb..kualitas biasa saja,0
Motifnya tidak seperti yang ada d gambar.. kecewa,0
"seumur2 suka sm brodo, tp dikecewakan ketika beli sptu ini. bbrp jahitan tdk rapi, bahkan lepas. seperti beli second, bau sepatunya aja yg baru. iya tau kok ini produk WH sale, tp perhatikan lg kelayakan produk. gabisa retur ya? baiklah.",0
"untuk harga hampir 500k, jujur kualitasnya ckup mengecewakan...",0
pesan 24 nyampai tujuan tgl 29 lama banget bro padahal pakai jne yes,0
bad service! smoga lebih menghargai costomer,0
Kenapa barang yang datang tidak sesuai yang saya pesan? Saya sudah terlanjur tekan transaksi selesai. Mudah2an pesanan saya yang sedang proses sesuai dengan pesanan saya,0
lumayan lumayan lumayan deh,0
Barang kosong. Habis..,0
lumayan lumayan lumayan luayan,0
bad service! semoga lebih menghargai customer,0
Zipper nya rusak 😞 padahal br 1 kali pakai,0
"Kecil2 kaos kakinya
Gak muat dikaki anak saya",0
"Proses pengiriman cepat. Proses penjualan kurang bagus. Jika buyer tidak catat size dan warna, mohon tanya buyer mau size apa. Jangan kirim size random dan semua pack motif dan warna sama semua. Tidak ada inisiatif sendiri sama sekali.",0
Packing ke luar kota harusnya pake bubble wrap kak. Jadi gak penyok2 kotaknya.,0
"Produk nya bagus, Admin Tokonya yang gak bagus, baru transfer via VA M-Banking BCA 1Menit salah alamat, gabisa di cancel + gabisa dirubah alamatnya sama ini official store, gak professional nyusahin konsumen, Saya sampai Harus buat Surat pernyataan ke pihak JNE, Dan Menelpon pihak JNE Jakarta + Bandung (Pusat) karena perubahan alamatnya tidak dibantu sama Sekali, Belanja Online Paling Menyebalkan yang pernah Saya alami.",0
"Ukurannya kecil, klo mau beli size dilebihin. misalkan size 42 belinya 43. size 43 belinya 44.",0
Padahal udah tulis di keterangan tentang size yang dipesan tapi dikirimnya size yang beda dan saat mau di tukar ribet banget 😒 kapok,0
Bahan sepatu kaku kalau di pakai bikin kaki lecet,0
Goodquality but the Worst marketing managers without any mutual respect for cust,0
"Barangnya sih oke tp slow banget responnya, coba deh tingkatkan lagi ke depannya",0
Gak layak disebut jam pria.  Strap kecil diameter jg krg utk dipake cowok. Sy kasih sm pembantu sy jamnya (cewek). Cukup sekali.,0
Saya minta kembalikan dana kecewa bgt TDK sesuai digambar besar DTG kecil sekali,0
"Jam tangan anak2 di jual.ukuran terlalu kecil.kecewa belanja disini.....jangan belanja disini,diskon tapi ga jelas ukurannya.",0
Model bagus. Tp deskripsi specsnya salah smua. Saya lenganny kecil. Liat ini spek ny diameter 44mm jd saya beli. Trnyata 51mm kayak yg wrna kuning (pdhl saya naksir yg wrna kuning. Tp krn ini 44mm jd beli ini d. Lah trnyata sama aja ukurannya sama yg kuning). Jd bagong bgt kayak jam power ranger. Admin jg ga friendly. Ga mo ngaku salah,0
"Sekelas official store jual barang bm mesin jelek kacau, semoga berkah aja. Jangan percaya harga diskon nipu. Merugikan",0
"Barang yg diterima beda dgn yg saya pesan,, bikin kecewa...😒 
Pdhl jelas nomor seri yg saya pesan beda dgn yg saya terima... Mulai dr case beda : case yg saya pesan ada warna gold di bagian depan, tapi yg saya terima case silver smua... 
Lalu strap juga warna beda &amp; pengait juga beda : yg saya pesan pengait bahan bukan webbing tapi macam stainless warna gold juga, tapi yg saya terima strap trnyta bahan webbing &amp; warna hitam...  
Pdhl harga lumayan... 😤
Haduuhh,, payahh...👎",0
"Pengiriman lambat...slow respon
Kurang puas..barang china..
Kartu garansi kurang meyakinkan..",0
"Barang bagus scr design dan warna tp kenapa date nya kurang otomatis y? Pertama kali pakai sy harus manual kan date sampai 3hr trus jalan lg normal, hari ini sama lagi date nya gak jalan otomatis? Ini benar asli kan? Apa cara kerja nya mmg spt itu or bgmn? Lalu warna biru nya sdh mulai kelihatan pudar disisi bawah baru sy pakai 2 minggu kok cepat skl. Saya beli jam tgn 600rb baru pudar 2th stlh pemakaian.. tolong bs dijelaskan biar bintang nnt bs kembali berbicara utk anda. Bisa claim garansi ke toko anda? Krn harga jam ini mahal shrsnya sesuai dgn  kualitas. Thank",0
Amat sangat mengecewakan. Saya batalkan pembelian dikarenakan salah kirim dan juga diminta menunggu untuk retur barang karena stok kosong. Respon penjual dalam penyelesain retur barang amat sangat lambat.,0
Belum 1 bulan udah rusak. Dikira abis baterai tapi ternyata baterai masih full. Pas cek ke toko jam ternyata sebelumnya udah pernah dibongkar dan ada karet yg lepas.,0
"Respon dan packing sgt baik namun Agak kecewa karena tnyt mesin china bukan jepang,jdi kurang percaya ini ori..",0
"Kaya jam anak anak ternyata pas dr dekat, build nya jelek. Masak casio 700rbuan kaya begini, oh iya sama bukan garansi casio indonesia, harusnya diketerangan dikasih tau kalau bukan barang resmi indo",0
"Tidak ada kartu garansi, katanya dari brand resmi. Ini original apa kw?
Jam nya sangat kecil, jauh dari perkiraan. Ini mah jam nya anak2.",0
Lumayan dah buat koleksi Anak anak,0
"Kaca jam ny lepas, g tanggung jwb",0
kecil banget kecewa banget,0
Jamnya ukuranya kecil jd ngk sesuai ekspetasi,0
sy order yg tipe MQ 71 4BDF malah seller kirim tipe lain yg sy gak suka 😈 kalo emang gak ada stocknya tlg dong sy diberitahu jd sy bs pilih model lain. Sy kapoklah gak mau belanja di toko ini lg....,0
"Setelah menunggu dr retur, akhirnya dtg jg. Baiknya sebelum kirim pastikan kondisi jam dalam keadaan baik. Sehingga pembeli pun tdk dirugikan dgn waktu dan biaya retur. Update 25 Dec 2018: Baru coba dipakai hari ini sebagai hadiah natal keponakan saya, ternyata jam bermasalah lg tidak hidup kembali. Merasa malu sebagai hadiah tp mengecewakan.",0
"Barangnya biasa aja, untung belinya dapet harga flash sale, kalo harga asli dbandingin sama barangnya mah mending beli merk lain aja. Mana sellernya juga ngeproses pembeliannya lama bener lagi. Tapi bintang diatas cuma buat penilaian barang, jadi masih bisa dapet bintang 2.",0
"Ketika menerima barang yang dikirim kondisinya mati, kemudian ketika di klaim responnya lama banget, apalagi ketika minta alamat toko offline untuk retur (mana biaya sendiri) terkesan ditutup2i.... sorry for this comment.....",0
"Walpaper dalam jam kacanya lecek setengah,ga sesuai dengan pict",0
"Sangat mengecewakan. Sudah retur untuk perbaikan, kembali masih ada cacatnya pula. Untuk harga segini sangat tidak worth",0
"Buckle harga 200ribu. Waktu datang, kondisi sudah banyak lecet dan baretnya. Seller cuma mengatakan &#34;kalau besi memang gitu, nanti juga akan lecet karena pemakaian.&#34; Fungsi deploynya juga suka ngadat. Sangat kecewa dengan kualitas yang tidak sebanding dengan harganya.",0
"Respon lama, seller tdk komunikatif😧",0
"waduhhh bro kurang teliti dalam QC , tp utk harga segitu ok lah ... ada yg bopeng dibagian lingkaran jam dan pengaitnya ane kira stainles ternyata plastik... thx yah overall saya puas bro ...",0
"Jam nya beda dengan yg pernah sy beli dulu ditoko ini jg. ""tidak ada logo & merk NIXON nya yg skrng.",0
"packingan cmn buble 1 lapis , bahkan jamnya masih kelihatan dari luar, lain kali tolong diperhatikan packingannya",0
"proses pengirimannya agak lambat,memakan wak tu seminggu untuk sampe kerumah",0
"barang sudah sampe,thanks. lumayan bagus",0
apik tenan brooooooooooooooooooooooooooooooooooooooooooooooooo,0
barang sudah sampai.....................................................................................................,0
oke makasih barang saya udah sampai,0
"gak bisa disetting 24jam, ada harga ada rupa",0
waduh baru sekali kena air langsung masuk deh air nya katanya kuat air dan saya cuma pake sambil wudhu apalagi kalo pake renang hadeuh,0
saya kecewa gan... baru pakai sekali knapa lansung berembun... setelah kena air,0
"sip, . ,......... .....,.. ..     ........ .",0
------------------------------------------------,0
"3 hari baru dikirim, mana barangnya salah juga",0
merk berbeda dengan deskripsi dan foto,0
kurang mumuaskan kabelnya,0
gimana mau review dikirim jugal kagak padahal di diskusi ngomong ready,0
"tidak bisa dipakai.  maaf lama balasnya.  beli mahal2 tetapi tdk bs dipakai.  g recomended. 
terima kasih. 
sy rugi banyak sekali",0
Barang yg dikirim tdk sesuai keterangan .. proses refound 2minggu,0
"Tidak dapat batrai, produk sudah usang seperti barang bekas",0
Tidak ada softcase nya.,0
"Sudah chat minta nota tapi g dikasih,dimintain solusi gak dibalas,barang dikirim tanpa bubblewarp.mohon diperbaiki pelayanan kedepannya !",0
produk yg dikirim kualitas jelek sekali,0
"Barangnya tidak sampai, sampainya ke orang lain atas nama “erna” entah siapa",0
beli disini karena ada softcasenya. diterima tidak ada softcasenya.,0
Kabelnya putus ga konek.,0
"Pengiriman lambat bilang bisa hari itu juga, ternyata harus nunggu 2 hari",0
"Foto barang tidak sesuai dengan deskripsi barang, mohon gambarnya diubah. Gambarnya MD to HDMI, deskripsi barang MD to VGA.",0
Barang yg dikirim tidak sesuai dengan yang dipesan..,0
"Converter usb to vga tidak terpakai, saya masih tetap barus bayar. Semoga berkah ya.. Thanks!",0
"Gan....pesan 2 barang, yg datang (dikirim) cuman 1 barang....gimana nich...RUGI BANYAK klo gini",0
"Produk belum sampai,,dan uang belum d kmbalikan",0
tampilan mouse nya beda sama yang lain,0
Barang sdh sampai.... sayang kemasan kurang rapi (bisa di bilang rusak) tapi barang msh aman... mohon d tingkatkan pengemasannya...,0
Bisa dipakai tapi daya lemah bila dipakai lebih dari dua slot.,0
"Barang rusak, katanya bisa di bailikin?",0
"posisi semua port usb on semua lampu hidup, dicolok kabel ke 1 keyboard xternal - ok, docolok kabel ke 2 kabel speaker laptop, coba di lubang ke 3,4,5,6,7 semua lampu mati. kenapa gtu ya ...?",0
Barang sih cukup bisa digunakan tapi kirim barang tidak sesuai seharusnya warna hitam,0
Barang palsu nih.. saya coba hubungkan ternyata tidak terdetect sebagai USB 3.0. Sangat mengecewakan.,0
Warnanya tdk sesuai pesanan. Tdk ada chat/pemberitahuan jg.,0
Mantapppp.............................,0
"Pengiriman lama sekali &amp;amp; tidak ada follow up dari seller mengenai komplain tsb, packaging&#39;y pun hanya dgn plastik kresek, kualitas barang biasa saja, semua lubang berfungsi hanya saja utk dicolok dgn usb otg sangat sangat keras &amp;amp; susah sekali.",0
"mengecewakan, tidak sesuai deskripsi, tidak compatible dengan usb 3.0",0
"tulisannya doang usb 3.0,  aslinya usb 2.0 cuman warna portnya aja biru. not recomended gan",0
Analog kanan tidak bisa dipakai,0
"Payah ... sudah di tulisin di keterangan minta Mtech ... ehhh di kirimnya apa, maksa banget!!",0
Pesen nya Joystick Merk M-Tech yang di kirim nya Beda Merk NISUTA 😠😠,0
"Produknya belum diterima sampai saat ini.  Tapi sudah ada yang centang selesai.  Sangat kecewa.
Selesai transaksi otomatis dari Tokopedia.  Tokopedia untuk merevisi kebijakan mereka untuk otomatis transaksi selesai bila 2 hari barang diterima.  Masalahnya kalau barang tidak diterima oleh pemesan, tetapi jatuh ke tangan orang lain.  Maka otomatis 2 hari transaksi selesai.",0
"Dilapaknya merk mtech,  tp yg dikirim nisuta
Barang sangkat ringkih dan enteng
Sblm beli mhn hati gan, biar ane aja yg kecewa",0
"Kualitas produk : 👍 (kapasitornya terbakar 2 biji)
pelayanan : 👍👍👍👍
Pengiriman : 👍👍👍👍👍",0
"Packing rapi ,tapi barang ķotor ga sesuai merk dideskripsi,berdebu,ada yang bocel atau lecet analaognya
.
Tapi berfungsi dgn baik",0
"Makasih ya mas sudah salah kirim, next time dicek dulu ya😘",0
"kurang memuaskan gan, barang diterima satu tombol nya tidak berfungsi dan tidak sesuai deskripsi. Kecewa berat gan",0
Gamepad cuma satu doang yg bisa,0
barangnya sih cepat sampai tapi tidak bisa berfungsi/rusak,0
"STICKNYA ATU DOANG YG NYALA,,",0
Saya sedang menunggu uang pengembalian krn tidak bisa dikembalikan dgn barang yg sama...,0
Gan saya mintanya RJ45 ko dikasih tang RJ nya?,0
"Barang yg di pesan tidak sesuai pesanan...( pesan 2 jenis barang )yg datang...cuman satu, RUGI.....banyak",0
Barang tidak sesuai gambar dan ekspektasi,0
"Barang di retur gara2 pointer mouse ga jalan alias ga bisa d gunakan... Ongkir retur di bebankan ke pembeli smua smpai biaya kirim balik,,, pelapak nya ga mau rugi banget... Untung mouse nya yang retur berjalan dengan baik,,  dan bisa di gunakan n lancar..",0
Mouse nya gak ikut kursor,0
Kecewa.. sudah tulis pesan warna hitam. Yang dikirim malah warna putih..,0
"Baru 2 hari sudah tidak nyala mousenya, apakah karena battery nya habis? Padahal saya pakai battery bawaannya. Mouse kadang nyala kadang mati, tolong pencerahaannya",0
sip lah walaupun lama banget,0
Kemasan nya kurang rapih,0
"Gambar di iklan hitam , ga dikasih keterangan warna  dikirimnya putih .. ga ada usb receiver nya penjualnya ga kasih solusi .. mau di komplain nnt kasian duitnya ga masuk.. ikhlasin aja lah ..",0
"Barang yang dikirimkan tidak bisa dipakai (rusak). Minta solusi via chat, tidak ditanggapin. Seller kurang bertanggung jawab dalam hal garansi barang cacat. Seller berdalih barang dites normal sebelum dikirim. Tetapi saat barang sampai, seller lepas tangan. Ya sudah lah...",0
"barang sudah diterima dengan cepat, tetapi seharusnya sebelum dikirim harus di check atau di coba dahulu karena saya beli dua mouse yang berfungsi hanya satu unit. tetapi proses refund berjalan dengan baik.",0
"Ntah saya lagi apes atau bukan, tapi port usb yg saya terima ga bisa mendeteksi usb 3.0. Semua portnya hanya bisa mendeteksi 2.0. Padahal tujuan saya beli ini supaya bisa mendeteksi usb 3.0.
Untuk pelayanan dari sellernya sendiri baik, tapi saya cuma kecewa sama produk ini saja.",0
"sumpahh kecewa parahhh, sia - sia gw bayar mahal buat go send instant courier 3 jam, barang dateng 6 jam kemudian
gilaa gilaa gilaaa
sumpahh nyesel gw beli disini, respon lama pulaa
gw sampe dimarahin cust sama atasan, gw mesen instant karna urgent tapi apa yang gw dapet???",0
Pertama ini toko besar tapi packing nya pelit sampe bungkus usb hubnya robek kedua saran buat yg mau beli untuk konek ke keyboard atau mouse mending jangan pakai yg murah karena output gk ngangkat jadi suka disconnect gitu,0
Baru pake 3minggu ...dah rusak euyy,0
"Tidak berfungsi, saya coba diberbagai komputer tidak bisa koneksi dengan flashdis, kecewa",0
minta warna apa yg dtg warna apa,0
"Nih gara&#34; salah pilih kurir jadi ane ngomel&#34;, mf soalnya ane juga di omelin pelanggan gara&#34; lama barangnya",0
rusak gabisa dipake. mati matian,0
Pengiriman barang lambat,0
Penjual tidak mau menanggapi keluhan kerusakan barang pembeli,0
lumaaayaaaaannnn.......,0
Koneksi jelek... Sering tidak terbaca.... Repot mesti re plug ulang kalau tidak terbaca...,0
Analog kanan gak bisa berfungsi (maklum harganya kelewat murah),0
"perasaan ane dah bilang tolong kirim barang dengan kualitas terbaik deh..
ini arah di pencet di lepas gak balik..
tp yasudahlah..
ckckck
-_-&#34;",0
"Barang rusak, tidak bisa dipakai error terusss",0
"Penjual gk ada respon, barang eror",0
"Maaf, entah dari sananya kualitas produknya sudah kurang bagus, atau barangnya defect, belom ada 1 seminggu dipakai tapi analog kirinya sudah macet (suka keatas sendiri).",0
Dikirim barang ruksak wkwkwk,0
"Barang tidak sampai sudah sekitar 1 bulan, katanya ada masalah dengan JNE, padahal barang sudah diterima kembali oleh penjual pada tanggal 7 januari 2019. Saya minta dikirim ulang karena saya tidak mau rugi di ongkir, tapi penjual tidak ada respons. Otomatis pada tanggal 14 januari 2019, uang seharga nominal barang kembali ke saldo saya sedangkan uang untuk ongkir hangus, saya jadi rugi.",0
"Barang rusak, stik retak dikirim",0
"Trims, joystick sudah sampe (pengiriman cepat), seller fast response.",0
"Framenya clunky. Tombol mappingnya gabener , o jadi segitiga .dll 
Yah budget gaming boz.",0
Stick yang datang ada 2 tombol yang tidak berfungsi,0
"Masa dikirimnya ke nomer 3 padahal di situ sudah tertulis alamatnya nomer 33
Untungnya masih tetangga saya jadi tau",0
barang sudah sampai dan langsung ditest. Button arah bawah tidak berfungsi. Padahal deskripsi ditest sebelum dikirim.,0
"Ga kedetect
Ga bisa dipake
zzzzzz",0
"Barang ga bisa di pake, gimana dong saya mau tuker tolong dongg, punya orang soalnyaaa",0
tidak bisa digunakan,0
"Pesan 2pcs tp dikirimnya satu, minta tlg dikirim kekurangan barang tp katanya gak bs, cm bisa di transfer balik uangnya.",0
"lumayanlah tapi analog kiri stiknya gak berfungsi,  padahal udah saya setting di emulatornya,  tapi analog kanannya bisa.",0
bingung install softwarenya gak komplit atau memang gak support di windows 8,0
"barang sampe, sablon miring",0
Barang nya ga dateng tpi tulisannya sudah datang,0
Gabisa d pake. Ga nyala sama sekali,0
"Sudah chat minta nota tapi g dikasih,dimintain solusi gak dibalas,barang dikirim tanpa bubblewarp.mohon diperbaiki pelayanan kedepannya !",0
"Barang tak terkirim, tpi udah refund kok",0
kabelnya lumayan Cuman kurang cocok untuk ap outdoor,0
"Murah boleh lah tapi jangan kedekut, kasih dus buat packing nya jadi barang ga ancur macam nih.",0
"Paking ga pake babelwraap,barang ga sesuai pesanan,ada 1 dus genius isi logitec ,wrna juga ga sesuai...parah,jadi ragu ori bukan barangnya,ga sesuai deskripsi",0
"paket sudah diterima,packing ala kadarnya",0
Kirimnya ga sesuai pesen warna biru dikirim warna putih....... kecewa -_-,0
"cepet rusak analognya, jadi skrg pake yg normal lagi...kurang bagus",0
"barang sudah sampai,,respon cpat lumayan gan",0
"BARANG RUSAK DIJUAL, KIPAS KAGA MUTER",0
Barangnya pecah ketika sampai,0
sangat tidak recommend. tidak sesuai gambar (kualitas sangat rendah). kipas mau copot. waktu sampai barang nya patah dan penjual tidak ada respon sama sekali.,0
Jelek Tidak bagus 👎👎👎👎👎,0
Baru dipake sehari udh rusak,0
walau barang berbeda tetapi respons penjual cukup bagus,0
barang sampai sesuai deskripsi tapi kenapa waktu di pakai langsung rusak ya? kayaknya ga kuat tenaga nya klo sampai 10 meter.... klo pakai yang pendek bisa jalan,0
"Barang tidak bisa di pakai, gak ada merek, gak ada quality check slot usm female gak bisa buat dimasukin usb male 🙂 seller juga gak gentle karna sudah request cancel masih saja di kirim 🙂",0
"Agak beda dengan gambar produk yg dipajang (merk &amp; bungkusnya) yg digambar lebih kokoh penguatnya ada merk juga.. yang ini beda polos banget, USB lama kedeteknya di PC, sudah kedetek lama bukanya padahal dimasukin slot USB 3.0, pakai modem jg putus2 arusnya. Sepertinya kepanjangan walaupun pake penguat. Kalo Seller respon cepat Recomended cuma kendala di kurir pengiriman saja.",0
"Maaf Gan, bintangnya cuma 2...
Ketika dipasang di laptop saya, gambar yang dihasilkan dari usb ke hdmi, resolusinya malah turun....",0
mkc y ...........................,0
"mantap soul deh seller ini
barang rusak dikirim sy retur
untunglah uang saya kembali walau nunggu lama g masalah dah",0
Kalau tokonya mau di nilai dengan baik berikan juga pelayanan yang baik buat pembeli....saya kecewa karena dia bagian antenanya ada bagian yang patah parah. Pekingnya kurang bagus..dusnya penyok,0
"-Pesan 2,satu oke tapi satu mal fungsi/tidak berfungsi
Mau di komplen harus retur dan ongkir bolak balik 18rb
Mending beli baru deh di lain toko
Padahal sudah dikasih catatan agar dicek sebelumnya
- untuk masalah pengiriman saya pakai gojek instan, proses sebentar saja langsung dikirim
-Tolong QC lebih diperhatikan lagi
-Mereknya juga bukan M-Tech seperti di gambar, tapi nisuta, haduh parah deh",0
Kecewa sekali barang baru diterima udah remuk,0
Pesen M-Tech yang Datang Merk NISUA.... AMPUUUUN....,0
Barang yang dikirim tidak sesuai dengan yang dipesan.,0
"Barang sampai dengan tidak selamat, entah rusak di kurir atau dari penjual, 1 bagian stick patah dan tidak berfungsi, kecewa gan :)",0
Speakernya tidak stereo alias MONO,0
Barang nya sampai jne yang salah mungkin gara² ke lempar atau apa jadi gak bisa di pakai,0
"Tidak berfungsi dengan baik, hanya bisa untuk mouse",0
Isi product ga sesuai gambarnya dan pesanan,0
"Produk tidak berfungsi..tidak dapat menjangkau wifi yang hanya jarak 100M saja..

Saya kecewa..",0
Barang Sampai Cepat tapi Kok tidak bisa digunakan yaa,0
"Walaupun barang yang ente kirim rusak, tapi pelayanan ente memuaskan Bintang 6 akan saya berikan, toko ini not recomended, kapok dah belanja di toko ini.",0
"barang sesuai,, tapi pengiriman masalah  mustinya gran cepet jadi nunda 3 hari",0
Okokokokololokokokok,0
Kualitas produk sangat buruk baru 4 hari pakai sudah tidak berfungsi,0
Kualitas ga bagus.. tidak bsa untuk POE router cma kedip2 aja...Yaaa sesuai sih sama harga,0
Tidak berfungsi..........,0
"Saya pakai untuk jarak kira2 12 meter, ditambah keatas dan kebawah sekitar 7 meter, tapi kabelnya pas banget panjangnya. Padahal sengaja pilih yg 30 meter karena takut kalau pilih yg 20 menter terlalu ketat. Kesimpulannya adalah panjang kabel TIDAK JUJUR, BUKAN 30 METER.",0
Panjang asli 25m bukan 30m,0
Pesan yg 30M barang datang diukur hanya 20M,0
Penjual tidak melakukan pengechekan produk dengan baik. Sehingga barang yang sampai rusak . Semoga tidak terulang kwmbali.Semoga sukses,0
Pengiriman sehari nympe 3 hari....ga sesuai...bikin khawatir aja.,0
"Tidak sesuai deskripsi, yang saya terima 24m kurang",0
"Tidak berfungsi, barang jelek, tokonya jg tukang tipu, beli 3 kirim 1",0
Kaya dikasi barang bekas pakai,0
"Yang di kirim ke saya bukan sesuai FA180PM111, tetapi untungnya masi bisa di pake di laptop saya....",0
Barang baru 24 hari udah mledak.. Ngeriii,0
"Spec barang yg datang tidak sesuai gambar (68+ series, 4300 mAh)

Battery yg kami terima 68 series, kapasitas hanya 1910 mAh...mohon respon nya kak



After 3 days of no reliable response...
---please update gambar &amp; deskripsi sesuai stock---",0
Ga kepake. Jelek . Rusak,0
payahh.. blum 1 bulan udah rusak,0
Relatif cepat tetapi ada baiknya untuk check qualitas barang sebelum kirim Cz baru d pake kabel konslet,0
"Ancurrrr,, dikasihnya barang bekas, udah gitu Rusak pula, Payah kalau tidak korporatif, kecewa sangat !!!",0
"Produk sesuai dengan deskripsi yang tertera, tapi keyboard toskhiba satellite c640 yang saya pesan tombol CAPLOCK tidak berfungsi.",0
Barangnya beda dari bawaan laptopnya,0
"beli barang ga bs pake,giliran minta kembali uang,minta dipotong ongkir.drpd ga dibalikin,mau gamau ngikutin.",0
"/):&amp;,).’jaksjsksmnbgb!$:)/$/&amp;&amp;",0
"Pengiriman pertama bermasalah, baterai kembung, g bisa dipasang.., retur.., pengiriman kedua secara fisik bagus, tapi baterai tidak bisa dipakai, sudah di charge penuh, saat charger dicabut, laptop langsung mati.., karena sudah konfirmasi penerimaan, kami sedang mengupayakan proses klaim garansi.., rating akan diupdate lagi nanti...,
Ulasan ini bersifat sementara, akan diupdate setelah ada solusi...,
Terima kasih AS Komputer",0
Battery nya ke detect not support. Ada saran?,0
"Bintang 2 dulu krn barangnya rusak, mau retur. Masih nunggu rules dari seller",0
"barang kw,penjual tdk mau tanggung jawab",0
"Katanya Garansi 30hari, tapi pas di mintavalamatnya utk retur di persulit",0
khusus yg ini yg dikirim kualitas barangnya jelek. ada beberapa tombol lepas dan g bisa dipasang lagi.,0
"Barang sudah sampai, Setelah di pakai,. Ternyata ada 10 tombol yg Rusak/tidak merespon ,. Termasuk Tombol Space ,.",0
Mas ini yg huruf W S X gk bisa mas,0
"tombol banyak yg macet bos,,lain kali tlng di cek dulu",0
produk tdk compatibel dgn acer sy,0
"Bagusnya sebelum di kirim, di coba terlebih dahulu aja boss..
Ongkir 3x di tanggung pembeli mmg keberatan.",0
"kualitas kurang bagus..belum sebulan batre nya drop hingg kapasitas tersisa yang bisa di charge cuma 75% saja dari original max nya,,di chat minta garansi tidak pernah di balas...maaf saya review begini karena anda pun tidak pernah respon lagi",0
Kwalitas baterai kurang bagus. Belum 1 Bulan kondisi tinggal 80%.....,0
"Ternyata baru sebulan pakai, baterainya rusak sudah tidak terbaca di macbook. Sebelumnya juga sering banget ngedrop jauh",0
"Sangat mengecewakan barang yang di terima tidak sesuai dengan foto yang dipajang dilapak, foto nomor 1 adalah barang pajangan sedang foto  nomor 2 barang yang saya terima, mohon maaf atas ketidak nyamanan dgn ulasan ini,  semoga kedepannya bisa menjadi lebih baik, dan menjadi pelajaran bagi kita semua",0
"hdd sudah pernah dipakai kurang lebih 3 tahun, padahal di deskripsi ditulis baru.",0
"Order bareng charger laptop, tapi yang dikirim cuma charger saja, Hardisk tidak dikirim tanpa konfirmasi sebelumnya, harusnya kalau stok kosong di infokan dong, biar bisa nyari ditempat lain jadi gak rugi waktu. untung dana bisa kembali lagi. Trima kasih tokopedia. Buat seller lain kali yang teliti ya.",0
"Packing barang rapi... Chat penjual cepat... Tapi pengiriman sangat lambat.. tidak sesuai pesanan.. saya order minggu pakai same day dgn go send nyampenya hari kamis malam dgn jne...tanpa ada konfirmasi
Barang sedang saya test... Saya harap kualitas barang melebihi kualitas pengiriman tokonya..",0
Order batre sony vaio mbulet. Pelayanan Aftersale buruk. Pake tragedi salah barang juga yang dikirim,0
"Gan baterai nya kok ga kedeteksi ya di sony vaio saya, kalo dari seri sama tp ga kedetek gan.
mohon infonya tks",0
Maaf gan kok gk sesuai sama gambar/foto yg dideskripsi ya? Gmn nh gan?,0
Barang yang dikirim tidak ada backlit sesuai di deskripsi,0
"Sebulan pertama sih puas, meskipun ada satu dua key yang kok dirasa ga smooth seperti keyboard bawaan yg rusak.

Kira-kira sebulan setengah setelah masa pembelian baru muncul errornya. Beberapa tombol sudah tidak berjalan dengan semestinya.

Dan sepertinya memang saya harus beli keyboard asli bawaan thinkpad..",0
"Produk tdk ssuai gambar,, trus ad bagian yg sdh cacat.. Ketika d charge sbntar.. Adaptor sdh panas berlebihan. Thx..",0
Brg yg diterima tdk sesuai,0
Barang yg dikirim output voltage nya 19V - 1.58A gak sesuai dengan apa yg ada di deskripsi output voltage nya 19.5V - 2.05A.,0
lama kalo buat ngecas cuma lumayan lah dari pada ga ada!!!,0
"pengiriman cepat, packing bagus, sayang kedetect ama lenovo not genuine. 
saya lagi apes kali.
trims",0
"Produk rusak, tdk bisa digunakan. Sudah komplain ke penjual trus disuruh tukar. Setelah Batre dikirim ke penjual, penjual tdk merespon lagi. Kecewa.",0
Ghkljhvghhjjjkmlmbhhuuiookhgffddderyhhhjjjjkkk,0
"Barang nya gak cocok sama ASUS X45A, Mouse gerak-gerak sendiri dan tidak bisa di pakai.",0
"Barang sesuai, tapi sayang rusak gak bisa dipakai",0
"Produk tidak pernah diterima, keterangan tokonya bahwa sudah dipickup menipu, toko tidak komunikatif dengan customernya",0
"saya baru pakai untuk 10 menit tapi charger sudah panas banget, tolong dibantu ini diretur apa gimana ya ? waktu sebelum beli tanya juga katanya original",0
